fact_table_natural_key,accm_txn_complete_time
DR15342,5/9/2022 21:24
DR15343,5/9/2022 6:11
DR15344,5/9/2022 21:24
DR15345,5/9/2022 17:03
DR15346,5/9/2022 2:41
DR15347,5/9/2022 4:10
DR15348,5/9/2022 10:37
DR15350,5/9/2022 13:09
DR15351,5/9/2022 3:01
DR15352,5/9/2022 4:49
DR15353,5/9/2022 8:15
DR15354,5/9/2022 7:07
DR15355,5/9/2022 21:16
DR15356,5/9/2022 10:08
DR15357,5/9/2022 13:25
DR15358,5/9/2022 23:02
DR15359,5/9/2022 11:25
DR15361,5/9/2022 9:39
DR15362,5/9/2022 2:22
DR15363,5/9/2022 19:32
DR15364,5/9/2022 23:34
DR15365,5/9/2022 15:16
DR15366,5/9/2022 17:23
DR15367,5/9/2022 10:54
DR15369,5/9/2022 7:51
DR15370,5/9/2022 0:24
DR15371,5/9/2022 19:17
DR15372,5/9/2022 12:29
DR15373,5/9/2022 5:42
DR15374,5/9/2022 8:23
DR15375,5/9/2022 19:59
DR15376,5/9/2022 14:48
DR15377,5/9/2022 16:31
DR15380,5/9/2022 16:34
DR15381,5/9/2022 2:38
DR15382,5/9/2022 13:00
DR15383,5/9/2022 13:56
DR15384,5/9/2022 22:23
DR15385,5/9/2022 18:33
DR15386,5/9/2022 23:46
DR15387,5/9/2022 17:10
DR15388,5/9/2022 1:26
DR15389,5/9/2022 12:14
DR15390,5/9/2022 3:43
DR15391,5/9/2022 21:35
DR15392,5/9/2022 12:09
DR15393,5/9/2022 20:38
DR15394,5/9/2022 2:04
DR15395,5/9/2022 9:33
DR15397,5/9/2022 9:07
DR15398,5/9/2022 23:26
DR15399,5/9/2022 7:46
DR15401,5/9/2022 5:48
DR15402,5/9/2022 7:40
DR15403,5/9/2022 11:53
DR15404,5/9/2022 13:45
DR15405,5/9/2022 0:36
DR15406,5/9/2022 11:42
DR15408,5/9/2022 6:14
DR15409,5/9/2022 8:28
DR15411,5/9/2022 15:47
DR15412,5/9/2022 23:32
DR15413,5/9/2022 9:18
DR15414,5/9/2022 21:23
DR15415,5/9/2022 3:54
DR15416,5/9/2022 20:06
DR15418,5/9/2022 19:17
DR15419,5/9/2022 20:24
DR15420,5/9/2022 8:09
DR15421,5/9/2022 17:27
DR15423,5/9/2022 13:59
DR15425,5/9/2022 1:25
DR15427,5/9/2022 3:33
DR15428,5/9/2022 5:52
DR15429,5/9/2022 6:10
DR15430,5/9/2022 7:50
DR15432,5/9/2022 3:57
DR15433,5/9/2022 12:17
DR15434,5/9/2022 1:22
DR15435,5/9/2022 15:11
DR15436,5/9/2022 4:15
DR15437,5/9/2022 18:59
DR15438,5/9/2022 22:07
DR15439,5/9/2022 21:21
DR15440,5/9/2022 17:59
DR15441,5/9/2022 9:21
DR15442,5/9/2022 8:17
DR15443,5/9/2022 14:06
DR15444,5/9/2022 0:05
DR15445,5/9/2022 14:47
DR15446,5/9/2022 16:45
DR15447,5/9/2022 3:47
DR15449,5/9/2022 21:33
DR15450,5/9/2022 9:45
DR15451,5/9/2022 22:32
DR15452,5/9/2022 8:05
DR15453,5/9/2022 16:50
DR15454,5/9/2022 13:16
DR15455,5/9/2022 4:29
DR15456,5/9/2022 23:21
DR15457,5/9/2022 21:55
DR15458,5/9/2022 11:26
DR15460,5/9/2022 17:59
DR15461,5/9/2022 4:00
DR15463,5/9/2022 7:39
DR15464,5/9/2022 13:03
DR15465,5/9/2022 23:41
DR15466,5/9/2022 4:50
DR15467,5/9/2022 5:49
DR15468,5/9/2022 0:45
DR15469,5/9/2022 21:00
DR15470,5/9/2022 10:57
DR15471,5/9/2022 11:30
DR15473,5/9/2022 22:50
DR15475,5/9/2022 1:08
DR15476,5/9/2022 6:01
DR15477,5/9/2022 16:25
DR15479,5/9/2022 16:24
DR15481,5/9/2022 5:10
DR15482,5/9/2022 19:45
DR15483,5/9/2022 13:40
DR15484,5/9/2022 6:00
DR15485,5/9/2022 12:32
DR15486,5/9/2022 8:25
DR15487,5/9/2022 10:23
DR15488,5/9/2022 23:52
DR15489,5/9/2022 11:10
DR15491,5/9/2022 10:41
DR15492,5/9/2022 13:48
DR15493,5/9/2022 9:15
DR15494,5/9/2022 20:24
DR15495,5/9/2022 13:40
DR15496,5/9/2022 21:12
DR15497,5/9/2022 17:40
DR15498,5/9/2022 20:07
DR15500,5/9/2022 2:30
DR15501,5/9/2022 21:44
DR15502,5/9/2022 13:30
DR15503,5/9/2022 21:49
DR15504,5/9/2022 7:36
DR15505,5/9/2022 23:15
DR15507,5/9/2022 17:20
DR15508,5/9/2022 17:12
DR15510,5/9/2022 6:00
DR15511,5/9/2022 19:55
DR15512,5/9/2022 1:38
DR15514,5/9/2022 23:28
DR15515,5/9/2022 15:40
DR15516,5/9/2022 20:51
DR15517,5/9/2022 18:54
DR15518,5/9/2022 16:55
DR15519,5/9/2022 19:54
DR15521,5/9/2022 4:23
DR15522,5/9/2022 23:14
DR15523,5/9/2022 14:32
DR15524,5/9/2022 14:47
DR15525,5/9/2022 13:17
DR15526,5/9/2022 8:43
DR15527,5/9/2022 22:18
DR15528,5/9/2022 18:04
DR15529,5/9/2022 11:27
DR15530,5/9/2022 1:14
DR15531,5/9/2022 12:48
DR15532,5/9/2022 19:08
DR15533,5/9/2022 10:13
DR15534,5/9/2022 8:23
DR15535,5/9/2022 8:24
DR15536,5/9/2022 14:30
DR15537,5/9/2022 0:38
DR15538,5/9/2022 20:48
DR15539,5/9/2022 20:24
DR15540,5/9/2022 14:53
DR15541,5/9/2022 15:06
DR15543,5/9/2022 20:53
DR15544,5/9/2022 10:19
DR15545,5/9/2022 16:36
DR15546,5/9/2022 3:09
DR15547,5/9/2022 4:01
DR15548,5/9/2022 3:49
DR15549,5/9/2022 9:37
DR15550,5/9/2022 11:38
DR15551,5/9/2022 13:41
DR15552,5/9/2022 14:53
DR15553,5/9/2022 8:10
DR15554,5/9/2022 23:29
DR15555,5/9/2022 0:52
DR15556,5/9/2022 3:05
DR15557,5/9/2022 3:26
DR15558,5/9/2022 22:14
DR15559,5/9/2022 15:19
DR15560,5/9/2022 2:52
DR15561,5/9/2022 0:33
DR15562,5/9/2022 8:21
DR15563,5/9/2022 6:12
DR15564,5/9/2022 10:42
DR15565,5/9/2022 4:15
DR15566,5/9/2022 7:34
DR15567,5/9/2022 10:52
DR15569,5/9/2022 7:44
DR15570,5/9/2022 16:45
DR15571,5/9/2022 17:54
DR15572,5/9/2022 21:29
DR15573,5/9/2022 2:44
DR15574,5/9/2022 9:53
DR15576,5/9/2022 6:08
DR15577,5/9/2022 2:52
DR15578,5/9/2022 7:53
DR15579,5/9/2022 1:33
DR15580,5/9/2022 0:30
DR15581,5/9/2022 21:55
DR15583,5/9/2022 1:56
DR15584,5/9/2022 10:33
DR15585,5/9/2022 13:26
DR15587,5/9/2022 0:11
DR15588,5/9/2022 11:59
DR15589,5/9/2022 8:14
DR15590,5/9/2022 10:14
DR15591,5/9/2022 11:05
DR15592,5/9/2022 7:50
DR15593,5/9/2022 23:48
DR15594,5/9/2022 4:05
DR15595,5/9/2022 6:31
DR15596,5/9/2022 5:37
DR15598,5/9/2022 13:48
DR15601,5/9/2022 18:21
DR15602,5/9/2022 14:23
DR15603,5/9/2022 4:39
DR15604,5/9/2022 1:03
DR15605,5/9/2022 7:16
DR15606,5/9/2022 19:15
DR15607,5/9/2022 13:16
DR15608,5/9/2022 11:13
DR15609,5/9/2022 5:47
DR15610,5/9/2022 9:58
DR15612,5/9/2022 3:03
DR15613,5/9/2022 19:16
DR15614,5/9/2022 2:47
DR15615,5/9/2022 1:55
DR15616,5/9/2022 19:36
DR15618,5/9/2022 4:02
DR15619,5/9/2022 12:13
DR15620,5/9/2022 3:27
DR15621,5/9/2022 9:58
DR15623,5/9/2022 7:10
DR15624,5/9/2022 11:14
DR15625,5/9/2022 11:47
DR15626,5/9/2022 9:00
DR15627,5/9/2022 9:28
DR15629,5/9/2022 0:56
DR15630,5/9/2022 14:00
DR15631,5/9/2022 9:55
DR15632,5/9/2022 3:15
DR15634,5/9/2022 4:53
DR15635,5/9/2022 10:10
DR15636,5/9/2022 16:15
DR15638,5/9/2022 22:37
DR15639,5/9/2022 18:37
DR15640,5/9/2022 14:55
DR15642,5/9/2022 18:04
DR15643,5/9/2022 2:35
DR15644,5/9/2022 23:21
DR15645,5/9/2022 1:12
DR15646,5/9/2022 18:50
DR15648,5/9/2022 2:28
DR15649,5/9/2022 16:15
DR15650,5/9/2022 10:20
DR15651,5/9/2022 10:19
DR15652,5/9/2022 15:18
DR15654,5/9/2022 2:53
DR15655,5/9/2022 5:10
DR15656,5/9/2022 23:33
DR15657,5/9/2022 14:37
DR15658,5/9/2022 7:21
DR15659,5/9/2022 11:36
DR15660,5/9/2022 12:24
DR15661,5/9/2022 18:34
DR15662,5/9/2022 11:34
DR15663,5/9/2022 3:21
DR15664,5/9/2022 4:55
DR15665,5/9/2022 7:09
DR15667,5/9/2022 2:04
DR15668,5/9/2022 4:14
DR15669,5/9/2022 12:24
DR15670,5/9/2022 5:44
DR15671,5/9/2022 15:00
DR15672,5/9/2022 2:11
DR15673,5/9/2022 7:55
DR15674,5/9/2022 7:37
DR15675,5/9/2022 13:35
DR15676,5/9/2022 10:39
DR15677,5/9/2022 15:00
DR15678,5/9/2022 4:45
DR15679,5/9/2022 6:30
DR15680,5/9/2022 19:23
DR15681,5/9/2022 10:41
DR15682,5/9/2022 8:11
DR15683,5/9/2022 18:24
DR15684,5/9/2022 18:44
DR15685,5/9/2022 6:08
DR15686,5/9/2022 20:50
DR15687,5/9/2022 8:14
DR15688,5/9/2022 14:24
DR15689,5/9/2022 16:29
DR15690,5/9/2022 7:42
DR15692,5/9/2022 21:26
DR15693,5/9/2022 0:40
DR15694,5/9/2022 23:53
DR15695,5/9/2022 15:28
DR15696,5/9/2022 5:22
DR15697,5/9/2022 16:46
DR15698,5/9/2022 9:00
DR15699,5/9/2022 4:20
DR15700,5/9/2022 14:02
DR15701,5/9/2022 3:20
DR15702,5/9/2022 3:53
DR15703,5/9/2022 13:30
DR15704,5/9/2022 7:00
DR15705,5/9/2022 14:03
DR15706,5/9/2022 19:04
DR15707,5/9/2022 11:54
DR15709,5/9/2022 7:48
DR15710,5/9/2022 3:27
DR15711,5/9/2022 3:32
DR15712,5/9/2022 20:23
DR15713,5/9/2022 0:41
DR15714,5/9/2022 7:44
DR15716,5/9/2022 0:54
DR15717,5/9/2022 4:31
DR15718,5/9/2022 9:18
DR15719,5/9/2022 4:01
DR15720,5/9/2022 18:07
DR15721,5/9/2022 23:08
DR15722,5/9/2022 8:44
DR15723,5/9/2022 20:31
DR15724,5/9/2022 3:24
DR15725,5/9/2022 23:50
DR15726,5/9/2022 15:14
DR15728,5/9/2022 1:49
DR15729,5/9/2022 0:27
DR15730,5/9/2022 4:40
DR15731,5/9/2022 22:43
DR15732,5/9/2022 6:42
DR15733,5/9/2022 11:24
DR15734,5/9/2022 11:29
DR15735,5/9/2022 0:29
DR15736,5/9/2022 18:56
DR15737,5/9/2022 8:49
DR15738,5/9/2022 8:21
DR15739,5/9/2022 18:18
DR15741,5/9/2022 12:47
DR15742,5/9/2022 16:05
DR15743,5/9/2022 16:39
DR15744,5/9/2022 14:50
DR15745,5/9/2022 21:31
DR15746,5/9/2022 13:08
DR15747,5/9/2022 9:38
DR15748,5/9/2022 4:42
DR15750,5/9/2022 12:05
DR15751,5/9/2022 5:06
DR15752,5/9/2022 13:42
DR15753,5/9/2022 20:57
DR15755,5/9/2022 2:06
DR15756,5/9/2022 19:41
DR15757,5/9/2022 9:28
DR15758,5/9/2022 2:56
DR15759,5/9/2022 12:35
DR15760,5/9/2022 23:49
DR15761,5/9/2022 7:22
DR15762,5/9/2022 5:30
DR15763,5/9/2022 3:18
DR15764,5/9/2022 20:53
DR15765,5/9/2022 1:07
DR15766,5/9/2022 13:39
DR15767,5/9/2022 6:49
DR15768,5/9/2022 8:33
DR15769,5/9/2022 7:13
DR15770,5/9/2022 2:16
DR15771,5/9/2022 14:59
DR15772,5/9/2022 23:14
DR15773,5/9/2022 21:01
DR15775,5/9/2022 23:07
DR15776,5/9/2022 1:12
DR15777,5/9/2022 3:03
DR15778,5/9/2022 4:06
DR15780,5/9/2022 11:16
DR15781,5/9/2022 1:47
DR15783,5/9/2022 2:15
DR15784,5/9/2022 17:58
DR15785,5/9/2022 7:50
DR15786,5/9/2022 14:53
DR15787,5/9/2022 8:42
DR15788,5/9/2022 8:03
DR15789,5/9/2022 13:46
DR15790,5/9/2022 14:48
DR15791,5/9/2022 12:57
DR15792,5/9/2022 10:30
DR15793,5/9/2022 13:05
DR15794,5/9/2022 9:07
DR15795,5/9/2022 6:49
DR15797,5/9/2022 21:33
DR15798,5/9/2022 20:53
DR15799,5/9/2022 10:29
DR15800,5/9/2022 2:53
DR15801,5/9/2022 9:14
DR15802,5/9/2022 20:08
DR15804,5/9/2022 22:10
DR15805,5/9/2022 14:06
DR15806,5/9/2022 12:47
DR15808,5/9/2022 22:57
DR15809,5/9/2022 13:26
DR15810,5/9/2022 7:50
DR15811,5/9/2022 6:58
DR15812,5/9/2022 20:37
DR15813,5/9/2022 17:07
DR15814,5/9/2022 5:21
DR15815,5/9/2022 9:36
DR15816,5/9/2022 7:40
DR15817,5/9/2022 19:25
DR15818,5/9/2022 10:43
DR15819,5/9/2022 10:09
DR15820,5/9/2022 8:55
DR15821,5/9/2022 10:48
DR15822,5/9/2022 5:13
DR15823,5/9/2022 15:45
DR15824,5/9/2022 13:34
DR15825,5/9/2022 8:20
DR15826,5/9/2022 14:28
DR15827,5/9/2022 12:42
DR15828,5/9/2022 9:25
DR15829,5/9/2022 0:42
DR15830,5/9/2022 23:53
DR15831,5/9/2022 0:19
DR15832,5/9/2022 15:17
DR15833,5/9/2022 6:29
DR15834,5/9/2022 14:54
DR15835,5/9/2022 9:43
DR15836,5/9/2022 11:49
DR15838,5/9/2022 7:59
DR15839,5/9/2022 18:02
DR15840,5/9/2022 19:55
DR15841,5/9/2022 17:56
DR15842,5/9/2022 17:35
DR15843,5/9/2022 11:09
DR15844,5/9/2022 13:45
DR15845,5/9/2022 2:41
DR15846,5/9/2022 14:01
DR15848,5/9/2022 6:09
DR15849,5/9/2022 5:33
DR15850,5/9/2022 2:58
DR15851,5/9/2022 5:04
DR15852,5/9/2022 3:04
DR15853,5/9/2022 8:30
DR15854,5/9/2022 17:04
DR15855,5/9/2022 22:22
DR15856,5/9/2022 5:30
DR15857,5/9/2022 20:09
DR15858,5/9/2022 21:21
DR15859,5/9/2022 3:52
DR15861,5/9/2022 18:13
DR15862,5/9/2022 2:13
DR15864,5/9/2022 8:50
DR15865,5/9/2022 2:42
DR15866,5/9/2022 3:01
DR15867,5/9/2022 16:41
DR15868,5/9/2022 15:16
DR15869,5/9/2022 8:08
DR15870,5/9/2022 18:48
DR15871,5/9/2022 4:48
DR15872,5/9/2022 17:56
DR15874,5/9/2022 21:54
DR15875,5/9/2022 9:54
DR15876,5/9/2022 1:28
DR15877,5/9/2022 10:58
DR15878,5/9/2022 16:17
DR15879,5/9/2022 3:32
DR15880,5/9/2022 21:38
DR15881,5/9/2022 13:31
DR15882,5/9/2022 5:15
DR15883,5/9/2022 7:57
DR15884,5/9/2022 3:35
DR15885,5/9/2022 10:11
DR15886,5/9/2022 19:31
DR15890,5/9/2022 17:34
DR15891,5/9/2022 10:07
DR15892,5/9/2022 4:37
DR15893,5/9/2022 12:13
DR15894,5/9/2022 7:32
DR15895,5/9/2022 0:39
DR15896,5/9/2022 1:06
DR15897,5/9/2022 17:03
DR15900,5/9/2022 12:06
DR15901,5/9/2022 23:00
DR15902,5/9/2022 20:11
DR15903,5/9/2022 8:26
DR15904,5/9/2022 19:38
DR15905,5/9/2022 16:25
DR15906,5/9/2022 18:05
DR15907,5/9/2022 9:18
DR15909,5/9/2022 1:23
DR15910,5/9/2022 5:57
DR15912,5/9/2022 12:14
DR15913,5/9/2022 6:52
DR15915,5/9/2022 19:21
DR15916,5/9/2022 7:00
DR15918,5/9/2022 17:43
DR15919,5/9/2022 5:08
DR15920,5/9/2022 23:45
DR15921,5/9/2022 15:49
DR15922,5/9/2022 11:25
DR15923,5/9/2022 16:41
DR15924,5/9/2022 18:46
DR15925,5/9/2022 20:16
DR15927,5/9/2022 0:14
DR15928,5/9/2022 13:56
DR15929,5/9/2022 4:29
DR15934,5/9/2022 16:12
DR15935,5/9/2022 22:17
DR15936,5/9/2022 3:50
DR15937,5/9/2022 9:31
DR15942,5/9/2022 17:06
DR15943,5/9/2022 22:26
DR15944,5/9/2022 18:46
DR15945,5/9/2022 11:02
DR15946,5/9/2022 2:19
DR15948,5/9/2022 18:56
DR15949,5/9/2022 9:38
DR15950,5/9/2022 11:13
DR15951,5/9/2022 12:50
DR15952,5/9/2022 5:55
DR15953,5/9/2022 8:52
DR15954,5/9/2022 12:35
DR15955,5/9/2022 12:39
DR15956,5/9/2022 23:50
DR15957,5/9/2022 16:11
DR15958,5/9/2022 21:03
DR15959,5/9/2022 9:05
DR15960,5/9/2022 19:37
DR15961,5/9/2022 16:22
DR15963,5/9/2022 20:33
DR15964,5/9/2022 8:51
DR15965,5/9/2022 23:35
DR15967,5/9/2022 22:14
DR15968,5/9/2022 10:04
DR15969,5/9/2022 18:45
DR15970,5/9/2022 9:25
DR15971,5/9/2022 8:48
DR15972,5/9/2022 22:40
DR15973,5/9/2022 1:45
DR15974,5/9/2022 16:11
DR15975,5/9/2022 5:00
DR15976,5/9/2022 12:48
DR15977,5/9/2022 0:47
DR15978,5/9/2022 0:16
DR15979,5/9/2022 22:50
DR15980,5/9/2022 18:35
DR15981,5/9/2022 18:45
DR15983,5/9/2022 19:57
DR15984,5/9/2022 3:05
DR15985,5/9/2022 15:21
DR15987,5/9/2022 0:52
DR15989,5/9/2022 8:38
DR15990,5/9/2022 21:14
DR15991,5/9/2022 0:29
DR15992,5/9/2022 1:13
DR15993,5/9/2022 15:06
DR15995,5/9/2022 16:39
DR15997,5/9/2022 10:11
DR15998,5/9/2022 13:28
DR16000,5/9/2022 10:13
DR16001,5/9/2022 17:28
DR16003,5/9/2022 3:36
DR16004,5/9/2022 1:07
DR16005,5/9/2022 12:04
DR16006,5/9/2022 11:11
DR16007,5/9/2022 10:28
DR16008,5/9/2022 13:39
DR16009,5/9/2022 11:49
DR16010,5/9/2022 13:40
DR16011,5/9/2022 12:14
DR16013,5/9/2022 6:08
DR16014,5/9/2022 9:39
DR16016,5/9/2022 3:13
DR16018,5/9/2022 19:09
DR16019,5/9/2022 19:38
DR16021,5/9/2022 14:53
DR16022,5/9/2022 17:45
DR16023,5/9/2022 9:39
DR16024,5/9/2022 8:28
DR16026,5/9/2022 19:05
DR16028,5/9/2022 7:44
DR16029,5/9/2022 9:01
DR16030,5/9/2022 5:03
DR16031,5/9/2022 2:44
DR16033,5/9/2022 20:34
DR16034,5/9/2022 11:43
DR16035,5/9/2022 22:54
DR16037,5/9/2022 3:45
DR16038,5/9/2022 11:08
DR16039,5/9/2022 21:36
DR16040,5/9/2022 2:26
DR16041,5/9/2022 9:02
DR16042,5/9/2022 14:01
DR16046,5/9/2022 6:22
DR16047,5/9/2022 6:13
DR16048,5/9/2022 14:31
DR16049,5/9/2022 12:15
DR16050,5/9/2022 1:13
DR16051,5/9/2022 6:44
DR16053,5/9/2022 7:27
DR16054,5/9/2022 22:12
DR16055,5/9/2022 17:06
DR16056,5/9/2022 7:20
DR16057,5/9/2022 22:38
DR16058,5/9/2022 19:46
DR16060,5/9/2022 0:34
DR16061,5/9/2022 22:36
DR16062,5/9/2022 18:21
DR16063,5/9/2022 20:01
DR16065,5/9/2022 20:50
DR16066,5/9/2022 17:04
DR16067,5/9/2022 23:49
DR16068,5/9/2022 21:19
DR16070,5/9/2022 23:10
DR16071,5/9/2022 10:58
DR16073,5/9/2022 13:38
DR16074,5/9/2022 14:14
DR16075,5/9/2022 8:32
DR16076,5/9/2022 17:01
DR16077,5/9/2022 18:19
DR16079,5/9/2022 19:55
DR16080,5/9/2022 9:10
DR16081,5/9/2022 8:56
DR16083,5/9/2022 3:08
DR16084,5/9/2022 9:52
DR16085,5/9/2022 20:42
DR16087,5/9/2022 10:08
DR16090,5/9/2022 9:58
DR16091,5/9/2022 5:22
DR16092,5/9/2022 13:18
DR16093,5/9/2022 15:53
DR16094,5/9/2022 15:52
DR16096,5/9/2022 3:14
DR16098,5/9/2022 14:09
DR16101,5/9/2022 1:23
DR16102,5/9/2022 8:21
DR16104,5/9/2022 18:15
DR16105,5/9/2022 23:04
DR16106,5/9/2022 20:19
DR16107,5/9/2022 13:23
DR16108,5/9/2022 0:58
DR16109,5/9/2022 7:17
DR16110,5/9/2022 10:09
DR16111,5/9/2022 9:07
DR16112,5/9/2022 17:23
DR16113,5/9/2022 13:39
DR16114,5/9/2022 17:19
DR16115,5/9/2022 0:21
DR16116,5/9/2022 15:05
DR16117,5/9/2022 7:06
DR16118,5/9/2022 7:47
DR16119,5/9/2022 19:20
DR16122,5/9/2022 9:28
DR16124,5/9/2022 14:13
DR16126,5/9/2022 7:23
DR16127,5/9/2022 13:32
DR16128,5/9/2022 5:51
DR16129,5/9/2022 8:00
DR16130,5/9/2022 6:55
DR16131,5/9/2022 10:27
DR16133,5/9/2022 23:03
DR16137,5/9/2022 3:13
DR16138,5/9/2022 11:44
DR16139,5/9/2022 11:12
DR16140,5/9/2022 8:26
DR16141,5/9/2022 1:00
DR16142,5/9/2022 3:56
DR16143,5/9/2022 3:39
DR16144,5/9/2022 19:08
DR16145,5/9/2022 8:03
DR16146,5/9/2022 17:10
DR16147,5/9/2022 3:17
DR16148,5/9/2022 6:11
DR16152,5/9/2022 17:42
DR16154,5/9/2022 4:20
DR16155,5/9/2022 15:08
DR16158,5/9/2022 13:01
DR16159,5/9/2022 15:58
DR16161,5/9/2022 7:20
DR16163,5/9/2022 11:34
DR16166,5/9/2022 18:57
DR16167,5/9/2022 12:24
DR16168,5/9/2022 14:42
DR16169,5/9/2022 20:03
DR16170,5/9/2022 9:57
DR16171,5/9/2022 11:05
DR16172,5/9/2022 11:16
DR16173,5/9/2022 4:48
DR16174,5/9/2022 12:21
DR16178,5/9/2022 14:08
DR16179,5/9/2022 16:42
DR16180,5/9/2022 7:50
DR16182,5/9/2022 22:10
DR16184,5/9/2022 10:34
DR16185,5/9/2022 16:38
DR16186,5/9/2022 13:35
DR16187,5/9/2022 2:14
DR16188,5/9/2022 19:24
DR16189,5/9/2022 1:05
DR16191,5/9/2022 4:08
DR16192,5/9/2022 12:29
DR16193,5/9/2022 3:40
DR16194,5/9/2022 10:06
DR16198,5/9/2022 19:43
DR16200,5/9/2022 12:16
DR16201,5/9/2022 9:47
DR16202,5/9/2022 1:32
DR16205,5/9/2022 2:05
DR16206,5/9/2022 4:59
DR16207,5/9/2022 5:04
DR16208,5/9/2022 23:51
DR16209,5/9/2022 14:27
DR16212,5/9/2022 21:23
DR16213,5/9/2022 21:12
DR16214,5/9/2022 14:25
DR16216,5/9/2022 14:19
DR16218,5/9/2022 11:05
DR16219,5/9/2022 2:33
DR16220,5/9/2022 17:58
DR16222,5/9/2022 3:53
DR16223,5/9/2022 8:07
DR16224,5/9/2022 19:10
DR16225,5/9/2022 3:16
DR16226,5/9/2022 15:03
DR16227,5/9/2022 6:23
DR16229,5/9/2022 9:43
DR16230,5/9/2022 11:12
DR16231,5/9/2022 20:48
DR16232,5/9/2022 16:17
DR16233,5/9/2022 19:54
DR16234,5/9/2022 5:57
DR16236,5/9/2022 13:00
DR16237,5/9/2022 9:34
DR16238,5/9/2022 21:21
DR16240,5/9/2022 14:14
DR16242,5/9/2022 1:41
DR16243,5/9/2022 12:57
DR16244,5/9/2022 1:11
DR16245,5/9/2022 7:34
DR16246,5/9/2022 0:47
DR16247,5/9/2022 21:19
DR16248,5/9/2022 19:33
DR16249,5/9/2022 0:04
DR16250,5/9/2022 18:39
DR16251,5/9/2022 6:49
DR16252,5/9/2022 9:34
DR16254,5/9/2022 0:52
DR16255,5/9/2022 0:07
DR16257,5/9/2022 3:00
DR16258,5/9/2022 1:25
DR16261,5/9/2022 23:32
DR16262,5/9/2022 19:19
DR16264,5/9/2022 4:03
DR16265,5/9/2022 1:33
DR16266,5/9/2022 9:07
DR16267,5/9/2022 10:17
DR16269,5/9/2022 12:22
DR16270,5/9/2022 0:43
DR16273,5/9/2022 0:54
DR16274,5/9/2022 19:06
DR16275,5/9/2022 5:15
DR16277,5/9/2022 9:40
DR16278,5/9/2022 1:05
DR16279,5/9/2022 15:10
DR16280,5/9/2022 13:00
DR16281,5/9/2022 20:18
DR16282,5/9/2022 12:41
DR16285,5/9/2022 18:57
DR16286,5/9/2022 9:19
DR16287,5/9/2022 21:18
DR16289,5/9/2022 8:22
DR16290,5/9/2022 6:52
DR16292,5/9/2022 7:44
DR16294,5/9/2022 3:50
DR16296,5/9/2022 16:11
DR16297,5/9/2022 9:16
DR16299,5/9/2022 11:45
DR16300,5/9/2022 3:39
DR16301,5/9/2022 8:15
DR16302,5/9/2022 5:43
DR16303,5/9/2022 21:00
DR16304,5/9/2022 23:17
DR16306,5/9/2022 19:59
DR16307,5/9/2022 7:00
DR16308,5/9/2022 13:01
DR16309,5/9/2022 7:47
DR16310,5/9/2022 14:29
DR16312,5/9/2022 2:55
DR16313,5/9/2022 22:00
DR16314,5/9/2022 8:06
DR16315,5/9/2022 19:01
DR16316,5/9/2022 13:34
DR16317,5/9/2022 4:14
DR16319,5/9/2022 12:34
DR16320,5/9/2022 19:32
DR16321,5/9/2022 3:08
DR16322,5/9/2022 21:47
DR16323,5/9/2022 19:47
DR16324,5/9/2022 16:03
DR16325,5/9/2022 22:23
DR16326,5/9/2022 2:25
DR16327,5/9/2022 19:35
DR16329,5/9/2022 9:04
DR16330,5/9/2022 11:01
DR16331,5/9/2022 12:40
DR16332,5/9/2022 4:24
DR16334,5/9/2022 13:02
DR16336,5/9/2022 13:39
DR16337,5/9/2022 23:59
DR16338,5/9/2022 21:16
DR16339,5/9/2022 9:01
DR16343,5/9/2022 23:57
DR16344,5/9/2022 5:26
DR16345,5/9/2022 15:39
DR16347,5/9/2022 10:46
DR16348,5/9/2022 14:28
DR16349,5/9/2022 19:56
DR16350,5/9/2022 9:14
DR16352,5/9/2022 17:17
DR16354,5/9/2022 19:35
DR16355,5/9/2022 22:15
DR16356,5/9/2022 6:57
DR16358,5/9/2022 19:01
DR16359,5/9/2022 12:08
DR16360,5/9/2022 4:57
DR16362,5/9/2022 21:24
DR16363,5/9/2022 4:25
DR16364,5/9/2022 3:39
DR16365,5/9/2022 19:28
DR16366,5/9/2022 3:33
DR16367,5/9/2022 11:12
DR16368,5/9/2022 8:13
DR16369,5/9/2022 7:25
DR16370,5/9/2022 23:48
DR16371,5/9/2022 16:38
DR16372,5/9/2022 23:33
DR16376,5/9/2022 13:29
DR16377,5/9/2022 0:43
DR16378,5/9/2022 16:26
DR16379,5/9/2022 16:07
DR16381,5/9/2022 22:53
DR16382,5/9/2022 13:47
DR16383,5/9/2022 18:01
DR16384,5/9/2022 4:10
DR16385,5/9/2022 7:36
DR16386,5/9/2022 16:54
DR16387,5/9/2022 0:08
DR16388,5/9/2022 14:01
DR16390,5/9/2022 8:42
DR16391,5/9/2022 15:46
DR16392,5/9/2022 7:47
DR16394,5/9/2022 15:02
DR16395,5/9/2022 21:18
DR16396,5/9/2022 15:28
DR16398,5/9/2022 13:35
DR16400,5/9/2022 12:42
DR16401,5/9/2022 22:31
DR16402,5/9/2022 4:50
DR16403,5/9/2022 10:50
DR16405,5/9/2022 21:27
DR16406,5/9/2022 11:28
DR16407,5/9/2022 10:46
DR16408,5/9/2022 17:50
DR16409,5/9/2022 18:19
